eid,w,o10,s1000
948,0,1654,160
948,0,1502,208
948,0,450,-43
948,0,117,110
948,0,339,95
948,0,98,-13
948,0,766,-39
949,0,1308,506
949,0,227,190
949,1,33,-144
949,0,29,-225
949,0,270,126
949,0,39,-157
950,0,111,-261
950,0,248,24
950,0,1563,78
950,0,1053,123
950,1,32,-70
950,0,1214,259
952,0,406,98
952,0,1567,430
952,0,286,141
952,0,407,11
952,0,46,-230
952,0,46,38
953,0,37,-147
953,0,121,-106
953,1,20,-340
953,0,1342,-99
953,0,1423,-72
954,0,129,-241
954,0,458,-43
954,1,18,-342
954,0,631,-225
954,0,2679,212
954,0,254,-24
954,0,1251,-112
954,0,856,26
955,0,358,-60
955,0,45,-46
955,1,24,43
955,0,144,49
955,0,180,96
955,0,216,368
955,0,84,119
955,0,280,-83
955,0,403,165
955,0,220,7
955,0,146,106
955,0,76,32
956,0,1023,-45
956,0,1746,-136
957,0,33,-96
957,0,93,-13
957,1,64,259
957,0,729,5
957,0,115,-113
957,0,80,107
957,0,494,102
957,0,574,-29
957,0,350,211
957,0,60,-127
957,0,92,97
958,0,1364,337
958,0,1315,-51
958,0,34,-9
958,0,813,67
958,0,121,54
958,1,14,-290
958,0,3276,50
958,0,528,173
958,0,115,-9
958,0,939,141
958,0,3422,61
959,0,85,105
959,0,152,-85
959,0,27,-106
959,0,1447,712
959,1,24,28
959,0,103,11
959,0,1842,104
959,0,57,-249
959,0,1070,299
960,0,95,44
960,0,4316,35
960,0,5055,388
960,0,1636,255
960,0,1976,216
960,0,3602,398
960,0,172,-156
960,0,2756,299
960,1,15,-47
961,1,84,-29
961,0,248,-100
961,0,187,-172
961,0,187,-308
961,0,17,-303
961,0,240,-92
961,0,1393,-48
961,0,972,-122
961,0,34,-129
961,0,141,36
961,0,1122,-8
962,0,1507,384
962,0,98,151
962,0,993,483
962,0,656,-50
962,0,535,38
962,0,60,-86
962,0,80,-75
962,0,1620,181
963,0,393,171
963,0,17,-222
963,1,35,-197
963,0,67,-86
963,0,742,148
963,0,67,-104
964,0,194,63
964,0,92,51
964,0,139,-65
964,0,62,-369
964,0,124,-113
964,1,115,-173
964,0,301,-4
964,0,271,-49
964,0,32,87
964,0,257,-27
964,0,135,127
964,0,50,-203
965,0,122,-154
965,0,313,112
965,0,1148,-14
966,0,154,-220
967,0,859,166
967,0,1699,59
968,0,1395,497
969,0,430,98
969,0,44,-30
969,0,558,283
969,0,143,-58
970,0,174,-84
972,0,77,-26
972,0,1564,61
972,0,173,-45
972,1,30,-429
972,0,66,-79
972,0,1282,219
973,0,2589,48
974,0,2345,-43
975,1,26,-37
975,0,4625,265
975,0,2804,-9
975,0,4132,-58
976,0,1444,-4
976,1,45,-75
976,0,259,308
976,0,610,-128
976,0,949,-2
977,0,102,183
977,0,433,34
977,1,25,293
977,0,45,-152
977,0,111,417
977,0,29,-77
977,0,342,114
978,0,71,2
978,0,2516,-10
978,0,1856,275
978,0,270,209
978,0,1055,58
978,0,597,2
978,0,1674,140
979,0,128,-41
979,0,126,-4
979,0,21,-209
979,0,1146,440
979,0,337,149
979,0,84,52
979,0,156,118
980,0,56,78
980,0,612,337
980,1,26,-172
980,0,17,-233
981,0,403,404
981,0,414,285
981,0,18,-366
981,0,83,391
981,0,52,16
981,0,245,-39
981,1,355,181
982,0,1718,227
982,0,256,174
982,0,51,-234
982,0,1703,597
982,0,185,-11
982,0,392,-216
982,0,132,-71
983,1,24,-149
983,0,623,70
983,0,143,59
983,0,462,235
983,0,568,135
983,0,38,-216
983,0,252,509
984,0,934,23
984,0,569,66
984,0,267,-72
984,0,1097,227
984,1,19,-303
985,0,44,-197
986,0,360,-111
986,0,82,325
986,0,32,-178
986,0,34,-137
986,1,345,79
986,0,437,64
986,0,1095,-5
987,0,1111,-177
987,0,1063,55
987,0,126,164
987,0,266,-53
987,1,13,-330
987,0,597,141
988,0,2194,143
988,0,404,-104
988,1,154,68
988,0,325,51
988,0,278,34
988,0,548,98
988,0,102,142
988,0,41,21
988,0,324,436
989,0,13,-137
989,0,398,126
989,0,147,-63
989,0,176,-99
989,1,917,137
989,0,1002,99
990,0,245,-147
990,0,1455,87
990,0,140,82
990,0,102,26
990,0,1184,276
990,0,363,203
990,0,1656,252
990,0,145,-33
991,0,44,26
991,0,248,-5
991,0,210,160
991,0,1121,258
991,1,18,-134
991,0,44,-212
991,0,295,-164
991,0,1381,249
992,0,267,140
992,0,83,-181
992,0,946,376
992,0,134,-210
992,0,362,-7
992,0,116,107
992,1,298,240
993,0,269,-199
993,0,387,-192
993,0,163,-40
993,0,653,56
993,0,605,55
993,0,25,-124
993,0,136,-99
994,0,118,113
994,0,233,86
994,0,2251,219
994,0,92,-125
994,0,143,-97
994,0,72,84
994,0,1292,326
994,0,30,28
994,0,444,-41
995,0,53,-277
995,0,3566,74
995,0,786,702
995,0,2137,302
995,0,195,168
995,0,1366,403
995,0,1765,-44
995,0,109,-160
995,0,157,-5
996,0,17,-283
996,0,252,-73
997,0,1268,-183
997,0,40,-198
997,1,42,-5
997,0,2210,405
997,0,134,-200
997,0,2217,764
997,0,349,-166
998,0,1820,498
998,0,462,-130
998,0,1780,618
999,0,625,-168
999,0,355,-78
999,0,35,-31
999,0,1888,354
999,0,2102,177
999,0,2116,107
1000,0,233,9
1000,0,2586,198
1000,0,2498,159
1000,0,80,-133
1000,0,1809,317
1000,0,420,53
1000,0,422,29
1000,0,2855,264
1000,0,3695,221
1000,0,400,-67
1001,1,262,42
1001,0,66,353
1001,0,217,43
1001,0,63,-17
1001,0,66,703
1001,0,549,-35
1001,0,176,131
1002,0,2327,680
1002,0,1917,294
1002,0,157,-49
1002,0,1247,62
1002,0,59,-95
1002,0,57,-75
1002,0,123,-54
1002,0,149,-28
1002,0,458,-54
1003,0,401,-29
1003,0,416,-225
1003,0,33,-150
1003,0,67,-93
1003,0,128,-58
1003,0,314,-122
1003,0,2169,123
1003,0,234,71
1003,0,62,-151
1003,0,25,63
1003,0,326,14
1004,0,63,2
1004,0,14,-115
1004,0,134,-28
1004,1,45,-32
1004,0,1048,200
1004,0,1127,440
1004,0,285,236
1004,0,207,127
1004,0,398,316
1005,0,420,318
1005,0,719,114
1005,0,1898,361
1005,0,1740,113
1005,0,1661,198
1005,0,156,-14
1005,1,40,-160
1005,0,156,-31
1006,0,632,326
1006,1,11,-117
1006,0,817,365
1006,0,265,116
1006,0,687,132
1006,0,580,40
1006,0,53,462
1007,0,417,-122
1007,0,264,-203
1007,0,136,-32
1007,0,15,-306
1007,0,312,-208
1007,1,37,-134
1008,0,367,113
1008,0,202,296
1008,0,75,-122
1008,0,154,77
1008,1,71,-240
1008,0,43,189
1008,0,74,-4
1008,0,553,217
1008,0,96,14
1008,0,45,-271
1008,0,78,57
1010,0,532,78
1010,0,1747,-39
1010,0,1764,69
1011,0,636,42
1011,0,55,-478
1011,0,884,-22
1012,0,2493,21
1013,0,2689,187
1013,0,2979,24
1014,0,372,-83
1014,0,585,-62
1015,0,74,439
1015,0,1331,181
1015,0,114,-169
1015,0,814,73
1016,0,1019,26
1017,0,1137,200
1017,0,562,411
1018,0,511,5
1018,0,85,-216
1018,0,58,57
1018,0,141,-238
1018,0,415,-11
1018,0,749,489
1018,1,641,-48
1018,0,2934,527
1018,0,105,-124
1018,0,610,252
1018,0,30,-22
1019,0,762,-81
1019,0,37,-306
1020,0,228,-42
1020,0,1172,329
1020,0,236,130
1020,0,170,-307
1020,0,2482,297
1020,0,51,-259
1021,0,39,84
1021,0,894,105
1021,0,1617,795
1021,0,52,-2
1021,0,376,129
1022,0,40,-62
1022,0,2304,739
1022,0,611,106
1022,0,192,358
1022,0,75,12
1022,0,199,-98
1022,0,344,48
1023,0,448,156
1023,0,27,-118
1023,0,41,-213
1023,0,125,335
1023,0,486,-81
1023,1,120,177
1023,0,465,246
1024,1,20,-158
1024,0,1486,347
1024,0,19,-130
1024,0,342,170
1024,0,55,393
1024,0,2091,459
1024,0,497,-27
1024,0,1695,519
1025,0,174,-26
1025,0,1378,111
1025,0,884,314
1025,0,1575,251
1026,0,50,131
1026,0,102,132
1026,0,607,224
1026,0,790,382
1026,0,112,58
1027,0,322,-102
1027,0,349,-148
1027,0,220,-41
1027,0,30,16
1027,1,23,-227
1027,0,92,-15
1028,0,1262,81
1028,0,1078,358
1028,0,1313,245
1028,0,14,-306
1028,1,38,-27
1028,0,381,-34
1029,0,1335,55
1029,0,211,123
1029,0,171,8
1029,0,583,-233
1029,0,31,-162
1029,0,519,41
1029,1,92,-253
1029,0,884,569
1030,0,313,-158
1030,0,604,-150
1030,0,1476,-1
1031,0,31,-293
1031,0,59,-202
1032,0,694,139
1032,0,1147,331
1032,0,625,-12
1032,0,992,19
1032,0,370,-44
1033,1,53,38
1033,0,27,23
1033,0,77,145
1033,0,234,538
1033,0,29,26
1034,0,258,-109
1034,0,995,487
1034,0,402,64
1034,0,122,-115
1034,0,3182,125
1034,0,1077,98
1034,0,135,-159
1035,0,1609,415
1035,0,947,143
1035,0,174,-181
1035,0,615,223
1035,0,291,86
1035,0,11,-748
1035,1,411,63
1035,0,80,-255
1036,0,837,19
1036,0,42,-1
1036,0,23,-262
1036,0,558,59
1036,0,697,12
1036,0,63,-147
1036,0,2858,312
1036,0,90,-56
1036,0,260,-28
1037,0,341,-108
1037,0,810,58
1037,0,1890,148
1037,0,1801,173
1037,0,513,155
1037,0,615,201
1037,0,63,-100
1038,0,228,-156
1038,0,375,119
1038,0,2962,288
1038,0,1957,514
1038,0,54,-320
1038,0,52,-146
1038,0,73,-173
1038,0,268,-150
1039,1,159,-102
1039,0,2139,722
1039,0,70,-57
1039,0,1936,-166
1039,0,1082,-72
1039,0,818,-67
1040,1,63,-50
1040,0,288,61
1041,0,307,-43
1041,0,832,260
1041,0,309,-225
1041,0,488,-14
1041,0,1333,-62
1042,0,556,-235
1042,0,449,-309
1042,0,45,-197
1043,0,1645,7
1043,0,17,-323
1043,0,298,-16
1043,0,116,-51
1043,0,501,43
1043,0,279,-222
1043,0,98,-208
1043,0,698,-85
1044,0,110,-82
1044,0,99,-142
1044,0,62,-13
1044,0,431,343
1044,0,1142,48
1044,0,1172,109
1044,0,146,24
1044,0,794,-12
1044,0,879,195
1044,0,934,87
1045,0,76,-41
1045,0,570,23
1045,0,3214,462
1045,0,852,98
1045,0,1365,198
1045,0,71,-38
1045,0,31,-97
1045,0,207,-85
1045,0,75,-83
1045,0,126,90
1045,1,71,-179
1045,0,45,-195
1046,0,66,-173
1046,1,13,-243
1046,0,1656,216
1046,0,3561,11
1046,0,471,140
1046,0,328,61
1046,0,264,-68
1046,0,985,-89
1046,0,300,-131
1046,0,1925,87
1046,0,1235,-113
1046,0,49,-145
1047,1,49,-146
1047,0,2789,-18
1047,0,1340,124
1048,0,582,106
1048,0,39,30
1048,0,1021,346
1049,0,73,121
1049,0,264,365
1049,0,57,-50
1049,0,166,-181
1049,0,116,-209
1049,0,1146,147
1049,0,1723,121
1049,0,303,-25
1049,0,42,-157
1049,0,995,-20
1049,0,1477,75
1049,1,22,-209
1050,0,3556,168
1050,0,822,-39
1050,1,23,-101
1050,0,114,-210
1050,0,40,-217
1050,0,82,323
1050,0,882,-79
1050,0,3477,183
1050,0,234,-116
1050,0,1634,-68
1050,0,104,-70
1051,0,57,-113
1051,0,93,26
1051,0,134,-57
1051,0,539,23
1051,0,421,-258
1051,0,23,-235
1051,1,199,-112
1051,0,197,39
1051,0,1480,176
1052,0,601,-90
1052,0,77,-133
1052,1,59,-135
1052,0,23,-147
1052,0,658,-40
1052,1,23,-225
1053,1,15,-448
1053,0,403,-179
1053,0,893,32
1053,0,1665,419
1053,0,51,-216
1053,0,1132,82
1053,0,220,-237
1053,0,484,-66
1053,0,64,-70
1053,0,81,-162
1053,0,2927,352
1054,0,46,-51
1054,1,15,-334
1054,0,370,-201
1054,0,1023,32
1054,0,697,-36
1054,0,1415,72
1054,0,61,52
1054,0,734,172
1054,0,122,0
1054,0,1131,-86
1055,0,1395,130
1055,1,15,-131
1055,0,1028,101
1055,0,60,-154
1055,0,101,-162
1055,0,114,-102
1055,0,57,-216
1055,0,1330,447
1055,0,178,113
1058,0,151,210
1058,0,1000,137
1058,0,552,30
1058,0,940,-144
1058,0,423,-135
1059,0,1369,-85
1059,0,210,-9
1059,0,545,-4
1060,0,376,-25
1060,1,29,-8
1060,0,121,132
1061,0,2606,-66
1061,0,591,-69
1061,0,2366,-86
1061,0,75,-245
1062,0,83,-169
1063,0,109,61
1063,0,42,-33
1064,0,49,-266
1064,0,98,-185
1064,0,338,-159
1066,0,985,349
1066,0,38,-195
1067,0,310,115
1067,0,35,-280
1068,0,21,-130
1068,0,1162,315
1068,0,76,78
1068,0,1764,498
1068,0,59,-61
1069,0,21,-158
1069,0,230,140
1069,0,445,141
1069,0,866,492
1069,0,1855,653
1070,0,64,-58
1070,0,141,-285
1070,0,17,-287
1070,0,205,57
1070,0,170,-56
1070,0,1723,539
1070,0,1101,157
1070,1,37,-222
1070,0,1523,318
1071,0,363,261
1071,0,205,-68
1071,0,578,-13
1071,0,478,-52
1071,0,258,-13
1071,1,12,-221
1071,0,231,543
1072,0,90,106
1072,1,17,-152
1072,0,84,-148
1072,0,431,618
1072,0,73,-57
1072,0,480,262
1072,0,77,112
1072,0,595,266
1073,0,83,507
1073,0,201,167
1073,0,383,57
1073,0,366,68
1073,1,70,-70
1073,0,33,-6
1073,0,1305,-50
1073,0,82,-57
1073,0,21,-89
1074,0,339,199
1074,0,139,337
1074,0,90,188
1074,0,357,189
1074,0,735,275
1074,0,315,195
1075,0,389,-223
1075,0,861,-53
1075,0,178,286
1075,0,540,163
1075,0,93,-78
1075,0,1915,151
1075,0,1005,5
1075,1,72,-98
1075,0,11,-440
1076,0,372,264
1076,0,1195,375
1076,1,22,-178
1076,0,64,-106
1076,0,48,-18
1076,0,88,82
1076,0,377,180
1077,1,349,-116
1077,0,43,-220
1077,0,235,-92
1077,0,724,-170
1077,0,38,-220
1077,0,261,-173
1078,0,18,-16
1078,0,223,-216
1078,0,91,-60
1078,1,238,-36
1078,0,71,-83
1079,1,224,375
1079,0,108,231
1079,0,35,-138
1079,0,64,331
1079,0,57,91
1080,0,46,-132
1080,0,54,-46
1080,0,728,-14
1081,0,477,-115
1081,0,54,-21
1081,1,29,-147
1081,0,442,-169
1081,0,44,-242
1081,0,26,-140
1081,0,2242,-17
1081,0,2855,-53
1081,0,2574,139
1081,0,1425,-126
1081,0,2310,-14
1082,0,46,-148
1082,0,28,-171
1082,0,59,-218
1082,0,45,-82
1085,0,54,-166
1085,0,160,-218
1086,0,46,-42
1086,0,767,-18
1086,0,39,-132
1086,1,66,-128
1086,0,61,-221
1087,1,18,-239
1087,0,142,-30
1087,0,120,-77
1087,0,3911,-77
1087,0,297,-145
1087,0,161,-77
1087,0,94,-201
1087,0,348,-92
1087,0,103,-194
1088,0,3505,145
1088,0,37,-98
1088,0,482,97
1088,1,24,-63
1088,0,462,-146
1089,0,1092,-143
1089,0,186,-113
1089,0,732,-119
1089,0,1593,-197
1089,0,539,-99
1090,0,111,-229
1091,0,143,-108
1091,0,50,-80
1091,0,40,-175
1092,0,309,-127
1092,0,369,78
1092,0,80,-209
1092,0,364,-175
1092,1,12,-240
1092,0,593,-25
1092,0,230,6
1092,0,135,-117
1092,0,188,-156
1092,0,2718,-125
1092,0,3625,171
1093,0,3778,17
1093,0,471,-108
1093,0,15,-240
1093,0,292,-167
1093,0,1307,10
1093,0,321,-180
1093,0,1561,45
1093,0,2293,205
1093,0,3270,-186
1093,0,1394,69
1093,1,44,-141
1094,0,3508,57
1094,0,2146,-93
1096,0,740,-158
1096,0,134,-192
1096,0,197,-106
1096,0,146,-148
1096,0,926,-201
1096,0,3571,-100
1096,0,4765,101
1096,1,26,-164
1098,0,1852,87
1098,0,566,-70
1098,0,629,-68
1098,0,873,-69
1098,0,45,-140
1098,1,34,-206
1098,0,3702,-29
1098,0,262,-112
1098,0,326,-239
1099,0,59,-72
1099,1,33,-123
1099,0,832,-226
1100,0,564,-161
1100,0,41,-154
1100,0,61,-281
1101,0,1429,94
1101,0,1058,-165
1101,0,425,70
1101,0,867,-96
1101,0,98,-128
1101,0,54,-137
1101,0,581,-12
1101,0,377,-20
1102,0,889,-105
1102,0,1465,40
1102,0,120,25
1102,0,84,-110
1102,0,3864,147
1102,1,21,-237
1103,0,2388,21
1103,0,82,-242
1104,0,193,-220
1104,0,27,-186
1104,0,181,-7
1104,0,243,-60
1104,0,765,-41
1105,1,113,-103
1105,0,18,-376
1106,0,48,-33
1106,0,72,-56
1106,0,499,268
1108,0,13,-196
1110,0,95,-131
1111,0,44,-393
1111,0,68,-132
1111,0,33,-239
1112,0,185,-18
1113,0,23,-215
1114,0,915,-130
1116,0,1244,52
1116,0,1044,453
1116,0,158,-124
1116,0,238,-110
1116,0,170,-3
1116,0,978,73
1116,0,74,-46
1116,0,460,92
1117,0,60,-160
1117,0,157,44
1117,0,261,-96
1117,0,1016,187
1117,0,111,265
1117,0,110,-84
1117,0,746,83
1117,0,1481,108
1117,0,879,135
1117,0,671,374
1118,0,940,-89
1118,0,1007,-67
1118,0,1870,219
1118,0,70,-379
1118,0,88,-243
1118,0,1660,53
1118,0,1830,174
1118,0,363,73
1118,0,65,-294
1118,1,35,-226
1119,0,137,-48
1119,0,48,0
1119,1,116,-104
1119,0,774,23
1119,0,1608,227
1119,0,23,-151
1119,0,1291,344
1119,0,451,-41
1119,0,25,-97
1119,0,1253,24
1120,0,883,252
1120,1,35,-182
1120,0,911,174
1120,0,60,-123
1120,0,444,-173
1121,0,1495,-11
1121,0,984,31
1121,0,15,-190
1121,0,69,-3
1121,0,1864,67
1121,1,35,-181
1121,0,1191,142
1122,0,400,-138
1122,1,14,-331
1122,0,42,-52
1122,0,366,44
1122,0,47,-230
1122,0,2776,0
1122,0,2499,-12
1122,0,1178,-6
1122,0,611,66
1122,0,865,-85
1123,0,822,26
1123,0,1106,285
1123,0,1264,160
1123,0,3187,394
1123,0,2306,25
1123,0,240,-30
1123,0,881,60
1123,0,40,-158
1123,1,12,-413
1123,0,167,-66
1124,0,2511,205
1124,0,194,-6
1124,1,11,-288
1124,0,1499,199
1124,0,162,-108
1124,0,138,-79
1124,0,647,104
1124,0,436,-223
1124,0,65,-15
1124,0,860,17
1125,0,453,339
1125,0,2211,211
1125,0,39,-291
1125,1,21,-130
1125,0,31,-312
1125,0,1414,4
1125,0,4908,121
1126,0,934,-136
1126,0,1551,-66
1126,0,1423,-71
1126,0,75,-90
1126,0,23,-238
1126,0,162,499
1126,0,105,-195
1126,0,760,-105
1127,0,517,-153
1127,0,2213,109
1127,0,290,42
1127,0,15,-235
1127,0,127,-237
1127,0,145,-84
1127,0,2844,334
1127,0,256,-36
1128,0,113,-123
1128,0,56,1
1128,0,350,161
1128,0,112,-109
1128,0,297,61
1128,0,143,389
1128,1,16,-88
1128,0,84,-197
1128,0,195,253
1129,0,128,157
1129,0,221,75
1129,0,65,161
1129,0,798,539
1129,0,99,-2
1129,0,492,212
1129,0,79,58
1129,0,65,173
1129,0,177,-9
1130,0,418,318
1130,0,144,297
1130,0,77,-13
1130,0,59,-38
1130,0,120,-236
1130,1,70,54
1130,0,206,-127
1130,0,77,-16
1130,0,110,245
1130,0,27,-148
1131,0,79,57
1131,0,50,-108
1131,0,85,252
1131,1,60,330
1131,0,49,58
1131,0,60,37
1131,0,52,106
1131,0,121,100
1132,0,302,17
1132,0,110,-182
1132,1,183,2
1132,0,51,223
1132,0,145,22
1132,0,391,226
1132,0,48,25
1132,0,26,431
1132,0,48,149
1133,1,34,100
1133,0,41,162
1133,0,42,181
1133,0,66,34
1133,0,212,75
1133,0,59,210
1133,0,109,119
1134,0,189,-75
1134,0,101,185
1134,1,27,-30
1134,0,247,-297
1134,0,436,386
1134,0,61,33
1134,0,34,-16
1134,0,116,-75
1134,0,163,-50
1134,0,129,391
1135,0,58,-92
1135,0,21,-129
1135,0,120,28
1135,0,528,88
1135,0,107,66
1135,0,73,21
1135,0,328,159
1135,1,43,-36
1135,0,542,422
1136,0,32,-9
1136,0,823,-76
1136,0,510,476
1136,0,63,46
1136,0,328,158
1136,0,202,77
1136,1,38,81
1136,0,54,358
1136,0,69,-58
1136,0,115,9
1137,0,29,94
1137,0,260,173
1137,0,71,135
1137,0,126,52
1137,0,77,103
1137,0,574,29
1137,0,337,268
1137,0,403,117
1137,1,22,76
1138,0,153,-118
1138,0,138,52
1138,0,246,-22
1138,0,30,-15
1138,0,46,217
1138,0,67,-28
1138,0,388,147
1138,1,307,391
1138,0,40,-174
1138,0,134,267
1139,0,23,-59
1139,0,159,190
1139,1,127,-67
1139,0,111,13
1139,0,121,-3
1139,0,364,-15
1139,0,222,41
1139,0,340,92
1139,0,55,137
1139,0,44,-127
1140,0,772,-123
1140,0,59,16
1140,0,252,-120
1140,1,14,-119
1141,0,869,-93
1141,0,61,-107
1141,0,338,-144
1141,0,2068,-33
1141,0,435,-122
1141,0,49,-211
1141,0,435,-31
1142,0,369,-219
1142,0,204,-106
1142,0,4891,153
1142,0,39,-239
1142,0,3899,79
1142,0,266,-123
1142,0,1204,-102
1142,0,91,-63
1144,0,3022,-97
1144,0,942,-94
1144,0,79,-147
1144,0,60,-75
1144,0,388,-183
1144,0,5500,102
1144,0,5960,153
1144,0,36,-151
1145,0,173,-158
1145,0,280,-84
1145,0,3085,-70
1145,0,352,-166
1145,0,71,-104
1145,0,96,-165
1145,0,39,-194
1145,0,772,-139
1145,1,41,31
1146,0,49,-122
1147,0,47,-52
1147,0,750,-8
1147,0,38,-172
1147,0,4628,625
1148,0,3690,104
1148,0,343,-76
1148,0,3042,-17
1149,1,181,2
1149,0,295,-168
1150,0,410,7
1150,0,2445,-274
1151,0,99,-149
1151,0,4894,330
1151,0,40,-64
1152,0,67,-185
1152,0,4304,-58
1152,1,47,-202
1152,0,668,-141
1152,0,17,-223
1152,0,733,-182
1152,0,87,-179
1152,0,2610,-35
1153,0,143,-237
1153,0,3950,-77
1153,0,75,19
1153,1,22,-164
1153,0,86,-117
1153,0,1088,-194
1153,0,161,-199
1153,0,1027,-191
1153,0,372,-283
1153,0,60,-80
1153,0,3494,245
1154,0,2011,-128
1154,0,138,-308
1154,0,235,-14
1154,0,360,-122
1154,0,1769,-196
1154,0,98,-154
1154,0,40,-332
1154,1,21,-186
1154,0,1366,62
1154,0,72,-107
1154,0,69,-121
1155,0,28,-212
1155,0,896,-24
1155,0,76,-77
1155,0,96,-172
1155,0,47,-426
1157,0,6201,-161
1157,0,567,-47
1157,0,3600,-282
1157,0,26,-224
1157,0,1030,-75
1157,0,104,-348
1157,1,50,-190
1157,0,71,-193
1157,0,198,-240
1157,0,168,-194
1158,0,430,-92
1158,0,696,-53
1158,0,5157,89
1158,1,38,-209
1158,0,1481,223
1158,0,429,-58
1159,0,505,15
1159,0,2081,-192
1159,0,291,-33
1159,1,15,-291
1159,0,153,-113
1159,0,1741,-9
1159,0,2131,115
1159,0,45,-226
1159,0,274,-72
1159,0,94,-139
1159,0,533,-281
1160,0,29,-215
1160,0,321,-115
1160,1,25,-224
1160,0,1199,1
1160,0,533,227
1161,0,195,-212
1161,0,65,-54
1161,0,1873,-177
1163,0,94,-29
1163,0,35,-210
1163,0,485,-78
1164,0,60,-177
1164,0,53,-87
1164,0,54,-126
1164,0,2350,-128
1165,0,1235,-119
1169,0,1127,-132
1169,0,209,-64
1169,0,44,-322
1170,0,41,-210
1170,0,81,-229
1171,0,143,-197
1171,0,2350,182
1171,0,397,-225
1171,0,79,-165
1171,0,37,-147
1171,0,191,-143
1173,0,1102,119
1173,0,43,-64
1173,0,1972,-202
1173,0,1092,101
1175,0,81,-158
1176,0,1075,141
1176,0,30,19
1176,0,627,167
1176,0,724,402
1176,1,18,-190
1176,0,48,39
1176,0,113,94
1177,0,163,174
1177,0,119,-58
1177,0,356,210
1177,0,314,-184
1177,0,44,-8
1177,0,234,43
1178,0,518,85
1178,0,985,139
1178,0,576,291
1178,0,297,67
1178,0,136,61
1178,1,14,-253
1178,0,415,-80
1179,0,3172,315
1179,0,676,-19
1179,0,476,-71
1179,0,36,-355
1179,0,1294,358
1179,0,3541,9
1179,0,19,-131
1179,0,3251,30
1179,0,244,70
1179,0,3973,112
1179,1,26,-256
1180,0,429,210
1180,0,159,9
1180,1,18,137
1180,0,783,226
1180,0,859,339
1180,0,30,-161
1181,0,4153,-72
1181,0,1127,-111
1181,0,872,-129
1181,0,3291,-66
1181,0,3651,423
1181,0,67,-278
1181,0,2254,404
1181,0,836,-147
1182,1,13,-438
1182,0,681,215
1182,0,419,-456
1182,0,805,136
1182,0,589,-7
1182,0,252,-152
1182,0,273,-136
1182,0,50,-325
1183,0,375,-176
1183,0,3799,333
1183,0,386,-262
1183,0,46,-254
1183,1,23,-200
1183,0,1229,224
1183,0,424,121
1183,0,34,278
1183,0,73,-107
1184,0,30,-196
1184,0,19,-191
1184,0,206,-239
1184,0,251,40
1184,0,72,-303
1184,0,507,-210
1184,0,985,-170
1184,1,96,-268
1184,0,2068,-213
1185,0,237,58
1185,0,990,119
1185,0,61,-212
1185,0,319,-63
1185,0,16,-235
1186,0,423,156
1186,0,59,70
1186,1,167,69
1186,0,53,182
1186,0,46,-185
1186,0,645,202
1186,0,212,567
1186,0,55,-10
1186,0,76,-11
1186,0,113,-46
1186,0,464,113
1186,0,87,-110
1187,1,12,-285
1187,0,908,112
1187,0,1491,225
1187,0,1967,28
1187,0,140,61
1187,0,2285,445
1187,0,250,17
1187,0,1445,-83
1187,0,257,-213
1187,0,431,-140
1188,0,46,-99
1188,0,51,-32
1188,0,18,-53
1188,1,175,-79
1188,0,275,285
1188,0,2355,439
1188,0,239,49
1188,0,128,-100
1188,0,2269,285
1188,0,130,-97
1189,0,421,-398
1189,0,19,-91
1189,0,1685,-70
1189,0,137,-67
1189,0,169,-124
1189,0,3423,319
1189,0,404,122
1189,0,3865,67
1189,0,1876,203
1190,1,48,-110
1190,0,1560,31
1190,0,79,-38
1190,0,574,31
1190,0,53,6
1190,0,1652,111
1190,0,684,-53
1190,0,208,-186
1190,0,156,-66
1190,0,19,-231
1190,0,600,-134
1190,0,212,3
1191,0,110,123
1191,0,152,96
1191,0,690,114
1191,0,39,-136
1191,0,274,28
1191,0,71,35
1191,0,2268,21
1191,0,52,-71
1192,1,59,-173
1192,0,1698,-191
1192,0,13,-189
1192,0,460,-161
1192,0,153,-10
1192,0,1442,45
1193,0,31,-274
1193,0,40,-259
1193,0,1646,163
1193,0,2711,-22
1193,0,5487,233
1193,1,44,-186
1193,0,36,-354
1193,0,4190,494
1193,0,612,87
1193,0,509,4
1194,0,5952,121
1194,1,75,-50
1194,0,17,-484
1194,0,936,-24
1194,0,179,-96
1194,0,247,75
1194,0,1075,137
1194,0,184,-108
1194,0,2322,-10
1195,0,337,200
1195,0,1796,207
1195,0,46,-29
1195,0,16,-317
1195,1,64,-97
1195,0,231,-144
1195,0,1834,403
1195,0,3859,275
1195,0,994,252
1196,0,1223,387
1196,1,17,-242
1196,0,2155,212
1196,0,1550,-90
1196,0,309,-137
1196,0,53,-25
1196,0,75,-205
1196,0,34,-49
1196,0,1170,110
1197,1,16,-267
1197,0,83,-198
1197,0,28,-360
1197,0,4782,365
1197,0,2670,-28
1197,0,486,-45
1197,0,1169,12
1197,0,295,-39
1197,0,1442,205
1197,0,92,-296
1198,0,110,209
1198,1,73,174
1198,0,72,264
1198,0,34,209
1198,0,247,445
1198,0,44,35
1198,0,55,-119
1198,0,100,32
1198,0,194,245
1199,0,28,-16
1199,0,44,130
1199,0,281,-310
1199,0,125,336
1199,0,110,181
1199,1,163,-13
1199,0,77,95
1199,0,55,53
1199,0,279,153
1199,0,149,127
